NL_Query,GT_Glossary,Predicted_Glossary,Combined_Score
Can yu share EBITDA in Q1 2025?,EBITDA,EBITDA,0.7985
How much was EBITDA in May 2025?,EBITDA,EBITDA,0.8053
I wanna know the Net Profit (PAT) for the last quarter.,Net Profit (PAT),Net Profit (PAT),0.831
Can u pls tel me Net Profit last yr?,Net Profit (PAT),Net Profit (PAT),0.8001
Wat was Net Profit this month?,Net Profit (PAT),Net Profit (PAT),0.8069
Tell me Net Profit in Q1 2025?,Net Profit (PAT),Net Profit (PAT),0.7775
How much was Net Profit in May 2025?,Net Profit (PAT),Net Profit (PAT),0.7899
Can you pls tel me Earnings Per Share (EPS) from last year?,Earnings Per Share (EPS),Earnings Per Share (EPS),0.8383
Gimme EPS figure for last quater?,Earnings Per Share (EPS),Earnings Per Share (EPS),0.8052
Wat was EPS this month?,Earnings Per Share (EPS),Earnings Per Share (EPS),0.7933
Can yu share EPS in Q1 2025?,Earnings Per Share (EPS),Earnings Per Share (EPS),0.8079
How much was EPS in May 2025?,Earnings Per Share (EPS),Earnings Per Share (EPS),0.7695
Give me Operating Cash Flow figure for last quater?,Operating Cash Flow,Operating Cash Flow,0.83
Can u tell me Operating Cash Flow last yr?,Operating Cash Flow,Operating Cash Flow,0.8381
Wat was Operating Cash Flow this month?,Operating Cash Flow,Operating Cash Flow,0.8532
Tell me Operating Cash Flow in Q1 2025?,Operating Cash Flow,Operating Cash Flow,0.8274
How much was Operating Cash Flow in May 2025?,Operating Cash Flow,Operating Cash Flow,0.8186
Can yu share what was the Investing Cash Flow last year?,Investing Cash Flow,Investing Cash Flow,0.8391
Gimme Investing Cash Flow for last quater?,Investing Cash Flow,Investing Cash Flow,0.8319
Wat was Investing Cash Flow this month?,Investing Cash Flow,Investing Cash Flow,0.8594
Can u pls tel me Investing Cash Flow in Q1 2025?,Investing Cash Flow,Investing Cash Flow,0.8282
How much was Investing Cash Flow in May 2025?,Investing Cash Flow,Investing Cash Flow,0.8237
Can you tell me what is the Financing Cash Flow last year?,Financing Cash Flow,Financing Cash Flow,0.8521
Tell me Financing Cash Flow last quater?,Financing Cash Flow,Financing Cash Flow,0.8649
Wat was Financing Cash Flow this month?,Financing Cash Flow,Financing Cash Flow,0.867
Can yu share Financing Cash Flow in Q1 2025?,Financing Cash Flow,Financing Cash Flow,0.8395
How much was Financing Cash Flow in May 2025?,Financing Cash Flow,Financing Cash Flow,0.8268
Can you pls tel me Free Cash Flow from last year?,Free Cash Flow,Free Cash Flow,0.795
Gimme Free Cash Flow figure for last quater?,Free Cash Flow,Free Cash Flow,0.8069
Wat was Free Cash Flow this month?,Free Cash Flow,Free Cash Flow,0.8319
Tell me Free Cash Flow in Q1 2025?,Free Cash Flow,Free Cash Flow,0.8055
How much was Free Cash Flow in May 2025?,Free Cash Flow,Free Cash Flow,0.8107
Wat was the Depreciation last quarter?,Depreciation,Depreciation,0.8351
Can u tell me Depreciation last yr?,Depreciation,Depreciation,0.845
Wat was Depreciation this month?,Depreciation,Depreciation,0.8413
Can yu share Depreciation in Q1 2025?,Depreciation,Depreciation,0.7854
How much was Depreciation in May 2025?,Depreciation,Depreciation,0.7909
Tell me the Amortization last yr?,Amortization,Amortization,0.8056
Gimme Amortization for last quater?,Amortization,Amortization,0.8054
Wat was Amortization this month?,Amortization,Amortization,0.8174
Can u pls tel me Amortization in Q1 2025?,Amortization,Amortization,0.7933
How much was Amortization in May 2025?,Amortization,Amortization,0.7828
Can you pls tel me Accruals from last year?,Accruals,Accruals,0.7894
Tell me Accruals last quater?,Accruals,Accruals,0.7919
Wat was Accruals this month?,Accruals,Accruals,0.8287
Can yu share Accruals in Q1 2025?,Accruals,Accruals,0.7653
How much was Accruals in May 2025?,Accruals,Accruals,0.8017
Give me Provisions figure for last quater?,Provisions,Provisions,0.8097
Can u tell me Provisions last yr?,Provisions,Provisions,0.7821
Wat was Provisions this month?,Provisions,Provisions,0.7785
Tell me Provisions in Q1 2025?,Provisions,Provisions,0.7958
How much was Provisions in May 2025?,Provisions,Provisions,0.8017
Wat was the Contingent Liabilities last quarter?,Contingent Liabilities,Contingent Liabilities,0.8504
Can yu share Contingent Liabilities last yr?,Contingent Liabilities,Contingent Liabilities,0.8397
Wat was Contingent Liabilities this month?,Contingent Liabilities,Contingent Liabilities,0.8656
Can u pls tel me Contingent Liabilities in Q1 2025?,Contingent Liabilities,Contingent Liabilities,0.8547
How much was Contingent Liabilities in May 2025?,Contingent Liabilities,Contingent Liabilities,0.836
What's was the Net Profit Margin last quarter?,Net Profit Margin,Net Profit Margin,0.8488
Can u tell me Net Profit Margin last yr?,Net Profit Margin,Net Profit Margin,0.8405
Wat was Net Profit Margin this month?,Net Profit Margin,Net Profit Margin,0.8521
Tell me Net Profit Margin in Q1 2025?,Net Profit Margin,Net Profit Margin,0.8311
How much was Net Profit Margin in May 2025?,Net Profit Margin,Net Profit Margin,0.8195
I wanna know the Return on Assets (ROA) for the last quarter.,Return on Assets (ROA),Return on Assets (ROA),0.855
Can yu share ROA last yr?,Return on Assets (ROA),Return on Assets (ROA),0.7617
Wat was ROA this month?,Return on Assets (ROA),Return on Assets (ROA),0.7965
Can u pls tel me ROA in Q1 2025?,Return on Assets (ROA),Return on Assets (ROA),0.7814
How much was ROA in May 2025?,Return on Assets (ROA),Return on Assets (ROA),0.7775
Can u tell me what was the Return on Equity (ROE) last year?,Return on Equity (ROE),Return on Equity (ROE),0.8581
Gimme ROE figure for last quater?,Return on Equity (ROE),Return on Equity (ROE),0.784
Wat was ROE this month?,Return on Equity (ROE),Return on Equity (ROE),0.7818
Tell me ROE in Q1 2025?,Return on Equity (ROE),Return on Equity (ROE),0.8078
How much was ROE in May 2025?,Return on Equity (ROE),Return on Equity (ROE),0.7829
How much was Return on Capital Employed (ROCE) last quater?,Return on Capital Employed (ROCE),Return on Capital Employed (ROCE),0.8973
Can u tell me ROCE last yr?,Return on Capital Employed (ROCE),Return on Capital Employed (ROCE),0.7493
Wat was ROCE this month?,Return on Capital Employed (ROCE),Return on Capital Employed (ROCE),0.7794
Can yu share ROCE in Q1 2025?,Return on Capital Employed (ROCE),Return on Capital Employed (ROCE),0.7668
How much was ROCE in May 2025?,Return on Capital Employed (ROCE),Return on Capital Employed (ROCE),0.8004
Wat was the EBITDA Margin last quarter?,EBITDA Margin,EBITDA Margin,0.8498
Can u pls tel me EBITDA Margin last yr?,EBITDA Margin,EBITDA Margin,0.8195
Wat was EBITDA Margin this month?,EBITDA Margin,EBITDA Margin,0.8515
Tell me EBITDA Margin in Q1 2025?,EBITDA Margin,EBITDA Margin,0.8274
How much was EBITDA Margin in May 2025?,EBITDA Margin,EBITDA Margin,0.8159
Can you pls tel me Current Ratio from last year?,Current Ratio,Current Ratio,0.7951
Gimme Current Ratio for last quater?,Current Ratio,Current Ratio,0.8127
Wat was Current Ratio this month?,Current Ratio,Current Ratio,0.8196
Can yu share Current Ratio in Q1 2025?,Current Ratio,Current Ratio,0.7988
How much was Current Ratio in May 2025?,Current Ratio,Current Ratio,0.8011
Give me Quick Ratio (Acid Test) figure for last quater?,Quick Ratio (Acid Test),Quick Ratio (Acid Test),0.8139
Can u tell me Quick Ratio last yr?,Quick Ratio (Acid Test),Quick Ratio (Acid Test),0.766
Wat was Quick Ratio this month?,Quick Ratio (Acid Test),Quick Ratio (Acid Test),0.8085
Tell me Quick Ratio in Q1 2025?,Quick Ratio (Acid Test),Quick Ratio (Acid Test),0.776
How much was Quick Ratio in May 2025?,Quick Ratio (Acid Test),Quick Ratio (Acid Test),0.7655
What's was the Cash Ratio last quarter?,Cash Ratio,Cash Ratio,0.813
Can yu share Cash Ratio last yr?,Cash Ratio,Cash Ratio,0.7925
Wat was Cash Ratio this month?,Cash Ratio,Cash Ratio,0.8151
Can u pls tel me Cash Ratio in Q1 2025?,Cash Ratio,Cash Ratio,0.7927
How much was Cash Ratio in May 2025?,Cash Ratio,Cash Ratio,0.7944
Wat was the Inventory Turnover last quarter?,Inventory Turnover,Inventory Turnover,0.8546
Can u tell me Inventory Turnover last yr?,Inventory Turnover,Inventory Turnover,0.8449
Wat was Inventory Turnover this month?,Inventory Turnover,Inventory Turnover,0.8568
Tell me Inventory Turnover in Q1 2025?,Inventory Turnover,Inventory Turnover,0.8407
How much was Inventory Turnover in May 2025?,Inventory Turnover,Inventory Turnover,0.8286
I wanna know the Receivables Turnover for the last quarter.,Receivables Turnover,Receivables Turnover,0.8404
Can yu share Receivables Turnover last yr?,Receivables Turnover,Receivables Turnover,0.8374
Wat was Receivables Turnover this month?,Receivables Turnover,Receivables Turnover,0.8536
Can u pls tel me Receivables Turnover in Q1 2025?,Receivables Turnover,Receivables Turnover,0.8333
How much was Receivables Turnover in May 2025?,Receivables Turnover,Receivables Turnover,0.8231
Wat was the Payables Turnover last quarter?,Payables Turnover,Payables Turnover,0.8657
Can u tell me Payables Turnover last yr?,Payables Turnover,Payables Turnover,0.8501
Wat was Payables Turnover this month?,Payables Turnover,Payables Turnover,0.8679
Tell me Payables Turnover in Q1 2025?,Payables Turnover,Payables Turnover,0.8436
How much was Payables Turnover in May 2025?,Payables Turnover,Payables Turnover,0.8321
I wanna know the Asset Turnover for the last quarter.,Asset Turnover,Asset Turnover,0.8501
Can yu share Asset Turnover last yr?,Asset Turnover,Asset Turnover,0.8257
Wat was Asset Turnover this month?,Asset Turnover,Asset Turnover,0.8638
Can u pls tel me Asset Turnover in Q1 2025?,Asset Turnover,Asset Turnover,0.8375
How much was Asset Turnover in May 2025?,Asset Turnover,Asset Turnover,0.8254
Can you pls tel me Working Capital Turnover from last year?,Working Capital Turnover,Working Capital Turnover,0.8477
Gimme Working Capital Turnover for last quater?,Working Capital Turnover,Working Capital Turnover,0.8585
Wat was Working Capital Turnover this month?,Working Capital Turnover,Working Capital Turnover,0.8646
Tell me Working Capital Turnover in Q1 2025?,Working Capital Turnover,Working Capital Turnover,0.8561
How much was Working Capital Turnover in May 2025?,Working Capital Turnover,Working Capital Turnover,0.8387
Tell me the Debt-to-Equity Ratio last yr?,Debt-to-Equity Ratio,Debt-to-Equity Ratio,0.8303
Gimme Debt-to-Equity Ratio for last quater?,Debt-to-Equity Ratio,Debt-to-Equity Ratio,0.8283
Wat was Debt-to-Equity Ratio this month?,Debt-to-Equity Ratio,Debt-to-Equity Ratio,0.8388
Can yu share Debt-to-Equity Ratio in Q1 2025?,Debt-to-Equity Ratio,Debt-to-Equity Ratio,0.8165
How much was Debt-to-Equity Ratio in May 2025?,Debt-to-Equity Ratio,Debt-to-Equity Ratio,0.8229
Can u tell me what was the Debt Ratio last year?,Debt Ratio,Debt Ratio,0.8325
Tell me Debt Ratio last quater?,Debt Ratio,Debt Ratio,0.8558
Wat was Debt Ratio this month?,Debt Ratio,Debt Ratio,0.8506
Can u pls tel me Debt Ratio in Q1 2025?,Debt Ratio,Debt Ratio,0.8275
How much was Debt Ratio in May 2025?,Debt Ratio,Debt Ratio,0.818
Wat was the Interest Coverage Ratio last quarter?,Interest Coverage Ratio,Interest Coverage Ratio,0.8513
Can yu share Interest Coverage Ratio last yr?,Interest Coverage Ratio,Interest Coverage Ratio,0.8151
Wat was Interest Coverage Ratio this month?,Interest Coverage Ratio,Interest Coverage Ratio,0.8493
Tell me Interest Coverage Ratio in Q1 2025?,Interest Coverage Ratio,Interest Coverage Ratio,0.8317
How much was Interest Coverage Ratio in May 2025?,Interest Coverage Ratio,Interest Coverage Ratio,0.8243
How much was Equity Ratio last quater?,Equity Ratio,Equity Ratio,0.8476
Can u tell me Equity Ratio last yr?,Equity Ratio,Equity Ratio,0.818
Wat was Equity Ratio this month?,Equity Ratio,Equity Ratio,0.8429
Can yu share Equity Ratio in Q1 2025?,Equity Ratio,Equity Ratio,0.7953
How much was Equity Ratio in May 2025?,Equity Ratio,Equity Ratio,0.8032
Wat was the Capital Gearing Ratio last quarter?,Capital Gearing Ratio,Capital Gearing Ratio,0.8683
Can u pls tel me Capital Gearing Ratio last yr?,Capital Gearing Ratio,Capital Gearing Ratio,0.8566
Wat was Capital Gearing Ratio this month?,Capital Gearing Ratio,Capital Gearing Ratio,0.8616
Tell me Capital Gearing Ratio in Q1 2025?,Capital Gearing Ratio,Capital Gearing Ratio,0.8487
How much was Capital Gearing Ratio in May 2025?,Capital Gearing Ratio,Capital Gearing Ratio,0.8391
Tell me the Price-to-Earnings (P/E) Ratio last yr?,Price-to-Earnings (P/E) Ratio,Price-to-Earnings (P/E) Ratio,0.841
Gimme P/E Ratio for last quater?,Price-to-Earnings (P/E) Ratio,Price-to-Earnings (P/E) Ratio,0.823
Wat was P/E Ratio this month?,Price-to-Earnings (P/E) Ratio,Price-to-Earnings (P/E) Ratio,0.8399
Can yu share P/E Ratio in Q1 2025?,Price-to-Earnings (P/E) Ratio,Price-to-Earnings (P/E) Ratio,0.8019
How much was P/E Ratio in May 2025?,Price-to-Earnings (P/E) Ratio,Price-to-Earnings (P/E) Ratio,0.8034
Can u tell me what was the Price-to-Book (P/B) Ratio last year?,Price-to-Book (P/B) Ratio,Price-to-Book (P/B) Ratio,0.8502
Tell me P/B Ratio last quater?,Price-to-Book (P/B) Ratio,Price-to-Book (P/B) Ratio,0.8204
Wat was P/B Ratio this month?,Price-to-Book (P/B) Ratio,Price-to-Book (P/B) Ratio,0.8372
Can u pls tel me P/B Ratio in Q1 2025?,Price-to-Book (P/B) Ratio,Price-to-Book (P/B) Ratio,0.8099
How much was P/B Ratio in May 2025?,Price-to-Book (P/B) Ratio,Price-to-Book (P/B) Ratio,0.8129
I wanna know the Dividend Yield for the last quarter.,Dividend Yield,Dividend Yield,0.8407
Can yu share Dividend Yield last yr?,Dividend Yield,Dividend Yield,0.8153
Wat was Dividend Yield this month?,Dividend Yield,Dividend Yield,0.8525
Tell me Dividend Yield in Q1 2025?,Dividend Yield,Dividend Yield,0.8266
How much was Dividend Yield in May 2025?,Dividend Yield,Dividend Yield,0.8189
Can yu share what was the Dividend Payout Ratio last year?,Dividend Payout Ratio,Dividend Payout Ratio,0.8435
Gimme Dividend Payout Ratio for last quater?,Dividend Payout Ratio,Dividend Payout Ratio,0.8591
Wat was Dividend Payout Ratio this month?,Dividend Payout Ratio,Dividend Payout Ratio,0.8753
Can u pls tel me Dividend Payout Ratio in Q1 2025?,Dividend Payout Ratio,Dividend Payout Ratio,0.8578
How much was Dividend Payout Ratio in May 2025?,Dividend Payout Ratio,Dividend Payout Ratio,0.8375
How much was Enterprise Value (EV) last quater?,Enterprise Value (EV),Enterprise Value (EV),0.886
Can u tell me EV last yr?,Enterprise Value (EV),Enterprise Value (EV),0.7921
Wat was EV this month?,Enterprise Value (EV),Enterprise Value (EV),0.8087
Tell me EV in Q1 2025?,Enterprise Value (EV),Enterprise Value (EV),0.7987
How much was EV in May 2025?,Enterprise Value (EV),Enterprise Value (EV),0.7826
Wat was the EV/EBITDA last quarter?,EV/EBITDA,EV/EBITDA,0.8741
Can yu share EV/EBITDA last yr?,EV/EBITDA,EV/EBITDA,0.8404
Wat was EV/EBITDA this month?,EV/EBITDA,EV/EBITDA,0.8767
Can u pls tel me EV/EBITDA in Q1 2025?,EV/EBITDA,EV/EBITDA,0.8421
How much was EV/EBITDA in May 2025?,EV/EBITDA,EV/EBITDA,0.8417
"Wat was the Property, Plant and Equipment (PPE) last quarter?","Property, Plant and Equipment (PPE)","Property, Plant and Equipment (PPE)",0.857
Can u tell me PPE last yr?,"Property, Plant and Equipment (PPE)","Property, Plant and Equipment (PPE)",0.7705
Wat was PPE this month?,"Property, Plant and Equipment (PPE)","Property, Plant and Equipment (PPE)",0.8009
Tell me PPE in Q1 2025?,"Property, Plant and Equipment (PPE)","Property, Plant and Equipment (PPE)",0.7928
How much was PPE in May 2025?,"Property, Plant and Equipment (PPE)","Property, Plant and Equipment (PPE)",0.7602
Can you pls tel me Intangible Assets from last year?,Intangible Assets,Intangible Assets,0.8315
Gimme Intangible Assets for last quater?,Intangible Assets,Intangible Assets,0.8434
Wat was Intangible Assets this month?,Intangible Assets,Intangible Assets,0.8562
Can yu share Intangible Assets in Q1 2025?,Intangible Assets,Intangible Assets,0.805
How much was Intangible Assets in May 2025?,Intangible Assets,Intangible Assets,0.8186
Give me Investment Property figure for last quater?,Investment Property,Investment Property,0.839
Can u tell me Investment Property last yr?,Investment Property,Investment Property,0.8522
Wat was Investment Property this month?,Investment Property,Investment Property,0.8554
Tell me Investment Property in Q1 2025?,Investment Property,Investment Property,0.836
How much was Investment Property in May 2025?,Investment Property,Investment Property,0.8165
Tell me the Financial Assets last yr?,Financial Assets,Financial Assets,0.8244
Gimme Financial Assets for last quater?,Financial Assets,Financial Assets,0.8205
Wat was Financial Assets this month?,Financial Assets,Financial Assets,0.8512
Can u pls tel me Financial Assets in Q1 2025?,Financial Assets,Financial Assets,0.8204
How much was Financial Assets in May 2025?,Financial Assets,Financial Assets,0.8158
What's was the Inventories last quarter?,Inventories,Inventories,0.8178
Can yu share Inventories last yr?,Inventories,Inventories,0.8259
Wat was Inventories this month?,Inventories,Inventories,0.8284
Tell me Inventories in Q1 2025?,Inventories,Inventories,0.8094
How much was Inventories in May 2025?,Inventories,Inventories,0.7862
Wat was the Deferred Tax Assets last quarter?,Deferred Tax Assets,Deferred Tax Assets,0.8689
Can u tell me Deferred Tax Assets last yr?,Deferred Tax Assets,Deferred Tax Assets,0.8603
Wat was Deferred Tax Assets this month?,Deferred Tax Assets,Deferred Tax Assets,0.8689
Can yu share Deferred Tax Assets in Q1 2025?,Deferred Tax Assets,Deferred Tax Assets,0.8515
How much was Deferred Tax Assets in May 2025?,Deferred Tax Assets,Deferred Tax Assets,0.8482
Wat was the Borrowings last quarter?,Borrowings,Borrowings,0.8236
Can u pls tel me Borrowings last yr?,Borrowings,Borrowings,0.8155
Wat was Borrowings this month?,Borrowings,Borrowings,0.8356
Tell me Borrowings in Q1 2025?,Borrowings,Borrowings,0.8104
How much was Borrowings in May 2025?,Borrowings,Borrowings,0.7888
I wanna know the Trade Payables for the last quarter.,Trade Payables,Trade Payables,0.8291
Can yu share Trade Payables last yr?,Trade Payables,Trade Payables,0.8055
Wat was Trade Payables this month?,Trade Payables,Trade Payables,0.8605
Can u pls tel me Trade Payables in Q1 2025?,Trade Payables,Trade Payables,0.8019
How much was Trade Payables in May 2025?,Trade Payables,Trade Payables,0.8215
Can u tell me what was the Deferred Tax Liabilities last year?,Deferred Tax Liabilities,Deferred Tax Liabilities,0.8732
Gimme Deferred Tax Liabilities for last quater?,Deferred Tax Liabilities,Deferred Tax Liabilities,0.8718
Wat was Deferred Tax Liabilities this month?,Deferred Tax Liabilities,Deferred Tax Liabilities,0.8818
Tell me Deferred Tax Liabilities in Q1 2025?,Deferred Tax Liabilities,Deferred Tax Liabilities,0.8643
How much was Deferred Tax Liabilities in May 2025?,Deferred Tax Liabilities,Deferred Tax Liabilities,0.853
Give me Other Financial Liabilities figure for last quater?,Other Financial Liabilities,Other Financial Liabilities,0.8329
Can u tell me Other Financial Liabilities last yr?,Other Financial Liabilities,Other Financial Liabilities,0.8405
Wat was Other Financial Liabilities this month?,Other Financial Liabilities,Other Financial Liabilities,0.8625
Can yu share Other Financial Liabilities in Q1 2025?,Other Financial Liabilities,Other Financial Liabilities,0.8113
How much was Other Financial Liabilities in May 2025?,Other Financial Liabilities,Other Financial Liabilities,0.8364
Can u tell me what was the Share Capital last year?,Share Capital,Share Capital,0.8213
Tell me Share Capital last quater?,Share Capital,Share Capital,0.8302
Wat was Share Capital this month?,Share Capital,Share Capital,0.8423
Can u pls tel me Share Capital in Q1 2025?,Share Capital,Share Capital,0.8018
How much was Share Capital in May 2025?,Share Capital,Share Capital,0.8023
Can you tell me what is the Other Equity / Reserves & Surplus last year?,Other Equity / Reserves & Surplus,Other Equity / Reserves & Surplus,0.848
Gimme Other Equity for last quater?,Other Equity / Reserves & Surplus,Other Equity / Reserves & Surplus,0.7915
Wat was Other Equity this month?,Other Equity / Reserves & Surplus,Other Equity / Reserves & Surplus,0.813
Can yu share Other Equity in Q1 2025?,Other Equity / Reserves & Surplus,Other Equity / Reserves & Surplus,0.7836
How much was Other Equity in May 2025?,Other Equity / Reserves & Surplus,Other Equity / Reserves & Surplus,0.7848
