NL_Query,Label
It is requested to provide how did ebitda change from 2021 to 2023?,1
Could you please please compare the capital gearing ratio for 2021 versus 2023.,1
Could you please was earnings per share (eps) higher in q1 2023 or q2 2023?,1
Could you please was gross profit higher in q1 2024 or q2 2024?,1
Contrast Assets in 2023 and 2024.,1
It is requested to provide how did dividend payout ratio change from q2 2023 to q3 2023?,1
Give me the difference in Return on Capital Employed (ROCE) between 2023 and 2024.,1
Contrast Current Assets in Q2 2023 and Q3 2023.,1
What was the variation in EBITDA from Q4 2023 to Q1 2024?,1
What was the variation in Capital Gearing Ratio from 2023 to 2024?,1
It is requested to provide was interest coverage ratio higher in q1 2024 or q2 2024?,1
Please compare the Investment Property for 2023 versus 2024.,1
What was the variation in Interest Coverage Ratio from 2021 to 2023?,1
It is requested to provide was financial assets higher in 2023 or 2024?,1
What was the change in Assets from Q4 2023 to Q1 2024?,1
How did Cash Ratio variation from 2022 to 2023?,1
How did Financial Assets variation from Q1 2023 to Q2 2023?,1
Contrast Current Assets in Q1 2023 and Q2 2023.,1
Was Capital Gearing Ratio higher in 2022 or 2023?,1
Could you please please compare the inventories for 2022 versus 2023.,1
It is requested to provide please compare the gross profit for q3 2023 versus q4 2023.,1
It is requested to provide financial assets comparison between 2023 and 2024.,1
What was the change in Cost of Goods Sold (COGS) from Q1 2023 to Q2 2023?,1
Contrast Capital Gearing Ratio in Q1 2024 and Q2 2024.,1
How did Interest Coverage Ratio variation from Q2 2023 to Q3 2023?,1
Give me the difference in Deferred Tax Liabilities between Q2 2023 and Q3 2023.,1
How did Deferred Tax Liabilities variation from 2021 to 2023?,1
Could you please compare inventories in q4 2023 and q1 2024.,1
It is requested to provide how did assets change from q3 2023 to q4 2023?,1
Was Operating Cash Flow higher in 2021 or 2023?,1
Contrast Gross Profit in 2021 and 2023.,1
Compare Earnings Per Share (EPS) in 2021 and 2023.,1
What was the change in Price-to-Earnings (P/E) Ratio from Q1 2024 to Q2 2024?,1
What was the change in Interest Coverage Ratio from Q3 2023 to Q4 2023?,1
Compare Deferred Tax Liabilities in 2021 and 2023.,1
What was the change in Capital Gearing Ratio from 2022 to 2023?,1
Was Inventories higher in Q4 2023 or Q1 2024?,1
Could you please what was the change in investing cash flow from 2023 to 2024?,1
It is requested to provide what was the change in cash ratio from q4 2023 to q1 2024?,1
Could you please please compare the assets for q1 2024 versus q2 2024.,1
Could you please current assets comparison between 2022 and 2023.,1
It is requested to provide how did ebitda change from q4 2023 to q1 2024?,1
What was the change in Price-to-Earnings (P/E) Ratio from 2021 to 2023?,1
It is requested to provide give me the difference in financial assets between q4 2023 and q1 2024.,1
Could you please interest coverage ratio comparison between q2 2023 and q3 2023.,1
It is requested to provide inventories comparison between q3 2023 and q4 2023.,1
Could you please how did gross profit change from 2023 to 2024?,1
It is requested to provide please compare the investing cash flow for q1 2024 versus q2 2024.,1
It is requested to provide how did deferred tax liabilities change from 2021 to 2023?,1
Was Current Assets higher in Q3 2023 or Q4 2023?,1
It is requested to provide give me the difference in financial assets between 2022 and 2023.,1
It is requested to provide earnings per share (eps) comparison between 2021 and 2023.,1
Price-to-Book (P/B) Ratio comparison between 2023 and 2024.,1
How did Operating Profit (EBIT) variation from Q2 2023 to Q3 2023?,1
Please compare the Deferred Tax Liabilities for 2023 versus 2024.,1
Give me the difference in Interest Coverage Ratio between Q2 2023 and Q3 2023.,1
It is requested to provide what was the change in operating cash flow from q1 2023 to q2 2023?,1
It is requested to provide capital gearing ratio comparison between 2023 and 2024.,1
Could you please what was the change in operating profit (ebit) from q1 2023 to q2 2023?,1
Could you please assets comparison between 2023 and 2024.,1
It is requested to provide what was the change in inventories from q1 2023 to q2 2023?,1
How did Assets variation from 2021 to 2023?,1
What was the change in Investing Cash Flow from Q3 2023 to Q4 2023?,1
Could you please was operating profit (ebit) higher in q1 2023 or q2 2023?,1
It is requested to provide capital gearing ratio comparison between 2022 and 2023.,1
What was the variation in Current Assets from 2021 to 2023?,1
Could you please earnings per share (eps) comparison between 2022 and 2023.,1
Could you please give me the difference in earnings per share (eps) between q1 2024 and q2 2024.,1
Was EBITDA higher in Q1 2023 or Q2 2023?,1
It is requested to provide how did gross profit change from 2023 to 2024?,1
Please compare the Assets for Q3 2023 versus Q4 2023.,1
Could you please give me the difference in investment property between 2023 and 2024.,1
It is requested to provide operating cash flow comparison between 2021 and 2023.,1
Could you please ebitda comparison between q1 2023 and q2 2023.,1
Could you please was capital gearing ratio higher in q1 2023 or q2 2023?,1
It is requested to provide financial assets comparison between q1 2023 and q2 2023.,1
It is requested to provide please compare the gross profit for q1 2024 versus q2 2024.,1
It is requested to provide what was the change in gross profit from q1 2024 to q2 2024?,1
It is requested to provide cost of goods sold (cogs) comparison between 2023 and 2024.,1
It is requested to provide was operating cash flow higher in q4 2023 or q1 2024?,1
How did Return on Capital Employed (ROCE) change from Q3 2023 to Q4 2023?,1
Could you please was gross profit higher in 2021 or 2023?,1
It is requested to provide give me the difference in cost of goods sold (cogs) between 2021 and 2023.,1
Could you please please compare the operating cash flow for q4 2023 versus q1 2024.,1
Could you please what was the change in assets from q2 2023 to q3 2023?,1
Could you please was investment property higher in q1 2024 or q2 2024?,1
It is requested to provide compare return on capital employed (roce) in q3 2023 and q4 2023.,1
Could you please how did current assets change from 2022 to 2023?,1
What was the variation in Operating Profit (EBIT) from 2021 to 2023?,1
Could you please give me the difference in price-to-earnings (p/e) ratio between q1 2024 and q2 2024.,1
Deferred Tax Liabilities comparison between 2021 and 2023.,1
It is requested to provide give me the difference in investing cash flow between q4 2023 and q1 2024.,1
It is requested to provide how did return on capital employed (roce) change from 2023 to 2024?,1
Please compare the Dividend Payout Ratio for Q2 2023 versus Q3 2023.,1
Was Operating Cash Flow higher in Q1 2024 or Q2 2024?,1
Could you please please compare the operating profit (ebit) for 2022 versus 2023.,1
It is requested to provide was ebitda higher in 2023 or 2024?,1
How did Operating Profit (EBIT) change from Q1 2024 to Q2 2024?,1
It is requested to provide please compare the earnings per share (eps) for q1 2023 versus q2 2023.,1
Could you please compare interest coverage ratio in q3 2023 and q4 2023.,1
Give me the difference in Operating Profit (EBIT) between Q4 2023 and Q1 2024.,1
Contrast Investing Cash Flow in Q3 2023 and Q4 2023.,1
Give me the difference in Return on Capital Employed (ROCE) between Q3 2023 and Q4 2023.,1
What was the change in Capital Gearing Ratio from 2023 to 2024?,1
It is requested to provide give me the difference in investing cash flow between 2021 and 2023.,1
What was the change in Operating Profit (EBIT) from Q2 2023 to Q3 2023?,1
Could you please please compare the deferred tax liabilities for q1 2023 versus q2 2023.,1
Could you please price-to-book (p/b) ratio comparison between q1 2024 and q2 2024.,1
It is requested to provide how did cost of goods sold (cogs) change from q4 2023 to q1 2024?,1
Current Assets comparison between 2021 and 2023.,1
Could you please price-to-book (p/b) ratio comparison between 2021 and 2023.,1
What was the change in Inventories from 2022 to 2023?,1
It is requested to provide was ebitda higher in q1 2024 or q2 2024?,1
Could you please was operating cash flow higher in 2021 or 2023?,1
Could you please was assets higher in q1 2023 or q2 2023?,1
It is requested to provide compare assets in q3 2023 and q4 2023.,1
Could you please ebitda comparison between q1 2024 and q2 2024.,1
Compare Price-to-Book (P/B) Ratio in 2021 and 2023.,1
Give me the difference in Financial Assets between Q2 2023 and Q3 2023.,1
Could you please what was the change in return on capital employed (roce) from q2 2023 to q3 2023?,1
Contrast Gross Profit in 2022 and 2023.,1
Contrast Price-to-Book (P/B) Ratio in Q3 2023 and Q4 2023.,1
Could you please please compare the operating profit (ebit) for q1 2023 versus q2 2023.,1
It is requested to provide give me the difference in investment property between q1 2024 and q2 2024.,1
Please compare the Financial Assets for Q4 2023 versus Q1 2024.,1
What was the change in Deferred Tax Liabilities from 2023 to 2024?,1
Please compare the Investing Cash Flow for Q2 2023 versus Q3 2023.,1
It is requested to provide give me the difference in investment property between q4 2023 and q1 2024.,1
Financial Assets comparison between Q4 2023 and Q1 2024.,1
Could you please what was the change in inventories from 2022 to 2023?,1
It is requested to provide please compare the price-to-book (p/b) ratio for q1 2023 versus q2 2023.,1
It is requested to provide compare operating profit (ebit) in q2 2023 and q3 2023.,1
Was Current Assets higher in 2021 or 2023?,1
Assets comparison between 2022 and 2023.,1
What was the change in Cash Ratio from Q3 2023 to Q4 2023?,1
It is requested to provide give me the difference in investment property between q1 2023 and q2 2023.,1
What was the change in Operating Profit (EBIT) from Q1 2023 to Q2 2023?,1
Was Investing Cash Flow higher in Q3 2023 or Q4 2023?,1
Could you please ebitda comparison between 2023 and 2024.,1
What was the change in Inventories from Q1 2023 to Q2 2023?,1
Could you please give me the difference in capital gearing ratio between q4 2023 and q1 2024.,1
It is requested to provide how did investment property change from q2 2023 to q3 2023?,1
It is requested to provide was deferred tax liabilities higher in 2021 or 2023?,1
Could you please compare interest coverage ratio in q1 2023 and q2 2023.,1
Could you please give me the difference in interest coverage ratio between q1 2024 and q2 2024.,1
Please compare the Cost of Goods Sold (COGS) for Q1 2023 versus Q2 2023.,1
It is requested to provide how did inventories change from q3 2023 to q4 2023?,1
Could you please operating cash flow comparison between q1 2024 and q2 2024.,1
It is requested to provide how did operating cash flow change from q4 2023 to q1 2024?,1
Was Deferred Tax Liabilities higher in Q4 2023 or Q1 2024?,1
What was the variation in Assets from Q4 2023 to Q1 2024?,1
Could you please what was the change in investing cash flow from q1 2023 to q2 2023?,1
Please compare the Operating Profit (EBIT) for Q1 2024 versus Q2 2024.,1
How did Earnings Per Share (EPS) change from Q3 2023 to Q4 2023?,1
It is requested to provide please compare the capital gearing ratio for q4 2023 versus q1 2024.,1
It is requested to provide capital gearing ratio comparison between q2 2023 and q3 2023.,1
Could you please what was the change in cash ratio from q4 2023 to q1 2024?,1
Could you please please compare the price-to-earnings (p/e) ratio for q1 2024 versus q2 2024.,1
What was the change in Price-to-Book (P/B) Ratio from Q3 2023 to Q4 2023?,1
How did Capital Gearing Ratio change from Q1 2023 to Q2 2023?,1
Compare Earnings Per Share (EPS) in 2022 and 2023.,1
Could you please compare capital gearing ratio in q4 2023 and q1 2024.,1
Was Cost of Goods Sold (COGS) higher in Q3 2023 or Q4 2023?,1
What was the change in Investing Cash Flow from Q1 2023 to Q2 2023?,1
How did Earnings Per Share (EPS) variation from Q2 2023 to Q3 2023?,1
Could you please was deferred tax liabilities higher in 2021 or 2023?,1
Please compare the Interest Coverage Ratio for Q1 2024 versus Q2 2024.,1
What was the variation in Cost of Goods Sold (COGS) from Q4 2023 to Q1 2024?,1
Compare Operating Profit (EBIT) in Q1 2024 and Q2 2024.,1
How did Operating Cash Flow variation from 2021 to 2023?,1
What was the variation in Deferred Tax Liabilities from Q3 2023 to Q4 2023?,1
It is requested to provide what was the change in investment property from q2 2023 to q3 2023?,1
It is requested to provide please compare the price-to-earnings (p/e) ratio for q4 2023 versus q1 2024.,1
Could you please compare interest coverage ratio in q4 2023 and q1 2024.,1
Was Assets higher in Q1 2024 or Q2 2024?,1
Could you please how did dividend payout ratio change from 2021 to 2023?,1
How did Operating Profit (EBIT) change from 2021 to 2023?,1
How did Assets change from 2023 to 2024?,1
Could you please please compare the earnings per share (eps) for q1 2024 versus q2 2024.,1
Could you please compare gross profit in 2022 and 2023.,1
It is requested to provide deferred tax liabilities comparison between q4 2023 and q1 2024.,1
It is requested to provide how did earnings per share (eps) change from 2022 to 2023?,1
Could you please was ebitda higher in q4 2023 or q1 2024?,1
It is requested to provide give me the difference in investment property between 2021 and 2023.,1
What was the variation in Assets from 2022 to 2023?,1
Could you please give me the difference in operating profit (ebit) between 2022 and 2023.,1
Could you please give me the difference in investing cash flow between q4 2023 and q1 2024.,1
Could you please how did deferred tax liabilities change from q4 2023 to q1 2024?,1
What was the variation in Price-to-Book (P/B) Ratio from Q2 2023 to Q3 2023?,1
Compare Current Assets in Q1 2024 and Q2 2024.,1
Compare Investment Property in Q2 2023 and Q3 2023.,1
It is requested to provide what was the change in capital gearing ratio from 2022 to 2023?,1
Could you please please compare the cost of goods sold (cogs) for 2021 versus 2023.,1
It is requested to provide please compare the price-to-book (p/b) ratio for q3 2023 versus q4 2023.,1
Could you please what was the change in interest coverage ratio from 2022 to 2023?,1
Could you please price-to-earnings (p/e) ratio comparison between 2022 and 2023.,1
Was EBITDA higher in Q1 2024 or Q2 2024?,1
Could you please compare investing cash flow in q1 2024 and q2 2024.,1
It is requested to provide how did dividend payout ratio change from 2022 to 2023?,1
How did Capital Gearing Ratio variation from Q1 2024 to Q2 2024?,1
Price-to-Earnings (P/E) Ratio comparison between 2022 and 2023.,1
It is requested to provide what was the change in ebitda from q3 2023 to q4 2023?,1
Please compare the Operating Cash Flow for 2022 versus 2023.,1
Contrast Investment Property in 2021 and 2023.,1
It is requested to provide give me the difference in operating profit (ebit) between 2021 and 2023.,1
It is requested to provide was earnings per share (eps) higher in 2023 or 2024?,1
It is requested to provide compare current assets in 2023 and 2024.,1
It is requested to provide compare cost of goods sold (cogs) in q2 2023 and q3 2023.,1
It is requested to provide give me the difference in investment property between q3 2023 and q4 2023.,1
Was Investing Cash Flow higher in Q4 2023 or Q1 2024?,1
Could you please was price-to-earnings (p/e) ratio higher in q4 2023 or q1 2024?,1
Could you please how did return on capital employed (roce) change from q2 2023 to q3 2023?,1
Could you please financial assets comparison between q3 2023 and q4 2023.,1
Operating Cash Flow comparison between Q4 2023 and Q1 2024.,1
It is requested to provide please compare the earnings per share (eps) for q1 2024 versus q2 2024.,1
How did Financial Assets variation from Q4 2023 to Q1 2024?,1
Could you please how did inventories change from 2023 to 2024?,1
How did Cost of Goods Sold (COGS) change from 2023 to 2024?,1
What was the change in Current Assets from 2021 to 2023?,1
It is requested to provide what was the change in operating profit (ebit) from 2023 to 2024?,1
Compare Capital Gearing Ratio in 2023 and 2024.,1
Was Assets higher in Q2 2023 or Q3 2023?,1
Could you please give me the difference in ebitda between q1 2024 and q2 2024.,1
Could you please give me the difference in return on capital employed (roce) between q1 2023 and q2 2023.,1
Was Cash Ratio higher in 2021 or 2023?,1
Could you please was current assets higher in q4 2023 or q1 2024?,1
It is requested to provide was gross profit higher in 2022 or 2023?,1
It is requested to provide what was the change in cost of goods sold (cogs) from q2 2023 to q3 2023?,1
How did Financial Assets change from Q1 2023 to Q2 2023?,1
It is requested to provide what was the change in current assets from 2022 to 2023?,1
It is requested to provide compare cost of goods sold (cogs) in q4 2023 and q1 2024.,1
Please compare the Deferred Tax Liabilities for Q4 2023 versus Q1 2024.,1
Was Inventories higher in Q2 2023 or Q3 2023?,1
It is requested to provide please compare the dividend payout ratio for q1 2024 versus q2 2024.,1
Operating Cash Flow comparison between Q1 2024 and Q2 2024.,1
Please compare the Capital Gearing Ratio for Q2 2023 versus Q3 2023.,1
It is requested to provide what was the change in investing cash flow from q3 2023 to q4 2023?,1
Could you please compare return on capital employed (roce) in q3 2023 and q4 2023.,1
It is requested to provide give me the difference in earnings per share (eps) between q1 2023 and q2 2023.,1
It is requested to provide was price-to-book (p/b) ratio higher in q4 2023 or q1 2024?,1
It is requested to provide was price-to-book (p/b) ratio higher in q1 2024 or q2 2024?,1
Could you please how did interest coverage ratio change from q1 2024 to q2 2024?,1
Could you please was price-to-earnings (p/e) ratio higher in q1 2023 or q2 2023?,1
How did Price-to-Earnings (P/E) Ratio variation from 2021 to 2023?,1
Could you please compare assets in q2 2023 and q3 2023.,1
What was the variation in Assets from 2021 to 2023?,1
It is requested to provide how did capital gearing ratio change from q1 2024 to q2 2024?,1
Could you please how did interest coverage ratio change from q3 2023 to q4 2023?,1
It is requested to provide what was the change in assets from q1 2023 to q2 2023?,1
It is requested to provide give me the difference in ebitda between q3 2023 and q4 2023.,1
Could you please was assets higher in 2023 or 2024?,1
It is requested to provide what was the change in deferred tax liabilities from 2021 to 2023?,1
How did Financial Assets change from 2023 to 2024?,1
Could you please was financial assets higher in q3 2023 or q4 2023?,1
Could you please what was the change in dividend payout ratio from 2023 to 2024?,1
Could you please how did price-to-earnings (p/e) ratio change from q1 2024 to q2 2024?,1
Please compare the Operating Profit (EBIT) for Q1 2023 versus Q2 2023.,1
Compare Price-to-Earnings (P/E) Ratio in Q1 2024 and Q2 2024.,1
Could you please was inventories higher in 2023 or 2024?,1
How did Return on Capital Employed (ROCE) variation from Q2 2023 to Q3 2023?,1
What was the change in Dividend Payout Ratio from 2022 to 2023?,1
It is requested to provide was current assets higher in 2022 or 2023?,1
It is requested to provide ebitda comparison between q4 2023 and q1 2024.,1
Was Assets higher in Q4 2023 or Q1 2024?,1
Could you please please compare the deferred tax liabilities for 2021 versus 2023.,1
Could you please give me the difference in deferred tax liabilities between q3 2023 and q4 2023.,1
How did Cost of Goods Sold (COGS) change from Q1 2023 to Q2 2023?,1
Could you please compare current assets in 2021 and 2023.,1
Compare Inventories in 2021 and 2023.,1
How did Deferred Tax Liabilities change from 2023 to 2024?,1
Could you please compare deferred tax liabilities in q1 2024 and q2 2024.,1
Could you please what was the change in cash ratio from 2021 to 2023?,1
How did Capital Gearing Ratio change from 2023 to 2024?,1
Could you please give me the difference in current assets between q2 2023 and q3 2023.,1
It is requested to provide give me the difference in investing cash flow between 2022 and 2023.,1
Was Capital Gearing Ratio higher in Q1 2023 or Q2 2023?,1
Could you please was earnings per share (eps) higher in 2023 or 2024?,1
Current Assets comparison between Q1 2023 and Q2 2023.,1
Could you please give me the difference in operating cash flow between 2022 and 2023.,1
Could you please compare gross profit in 2023 and 2024.,1
Investing Cash Flow comparison between Q1 2023 and Q2 2023.,1
How did Cost of Goods Sold (COGS) change from Q3 2023 to Q4 2023?,1
Was Return on Capital Employed (ROCE) higher in Q2 2023 or Q3 2023?,1
How did Earnings Per Share (EPS) variation from 2022 to 2023?,1
How did Dividend Payout Ratio change from Q4 2023 to Q1 2024?,1
How did Financial Assets variation from 2022 to 2023?,1
It is requested to provide compare deferred tax liabilities in 2022 and 2023.,1
Please compare the Price-to-Book (P/B) Ratio for Q1 2024 versus Q2 2024.,1
It is requested to provide give me the difference in dividend payout ratio between q4 2023 and q1 2024.,1
Could you please financial assets comparison between q1 2024 and q2 2024.,1
It is requested to provide please compare the dividend payout ratio for q3 2023 versus q4 2023.,1
What was the variation in Investing Cash Flow from Q1 2023 to Q2 2023?,1
Could you please how did price-to-earnings (p/e) ratio change from 2021 to 2023?,1
Contrast Capital Gearing Ratio in 2023 and 2024.,1
It is requested to provide compare current assets in q1 2023 and q2 2023.,1
Assets comparison between Q1 2023 and Q2 2023.,1
Could you please give me the difference in current assets between q1 2024 and q2 2024.,1
Contrast Deferred Tax Liabilities in 2021 and 2023.,1
Please compare the Operating Cash Flow for Q1 2024 versus Q2 2024.,1
It is requested to provide interest coverage ratio comparison between q2 2023 and q3 2023.,1
What was the variation in Inventories from Q4 2023 to Q1 2024?,1
It is requested to provide was inventories higher in q2 2023 or q3 2023?,1
What was the variation in Gross Profit from 2021 to 2023?,1
It is requested to provide compare deferred tax liabilities in q1 2023 and q2 2023.,1
Compare Dividend Payout Ratio in Q3 2023 and Q4 2023.,1
Was Cash Ratio higher in Q1 2024 or Q2 2024?,1
Compare Current Assets in 2023 and 2024.,1
It is requested to provide how did price-to-earnings (p/e) ratio change from q2 2023 to q3 2023?,1
It is requested to provide investment property comparison between 2021 and 2023.,1
It is requested to provide compare financial assets in 2023 and 2024.,1
It is requested to provide compare capital gearing ratio in q3 2023 and q4 2023.,1
How did Inventories variation from 2021 to 2023?,1
Could you please please compare the capital gearing ratio for 2022 versus 2023.,1
How did Capital Gearing Ratio variation from Q4 2023 to Q1 2024?,1
Give me the difference in Operating Cash Flow between Q3 2023 and Q4 2023.,1
It is requested to provide please compare the inventories for 2021 versus 2023.,1
Could you please interest coverage ratio comparison between 2022 and 2023.,1
What was the change in Price-to-Earnings (P/E) Ratio from Q3 2023 to Q4 2023?,1
What was the variation in Financial Assets from Q1 2023 to Q2 2023?,1
Compare Interest Coverage Ratio in Q1 2023 and Q2 2023.,1
Could you please how did cost of goods sold (cogs) change from q4 2023 to q1 2024?,1
Could you please how did deferred tax liabilities change from q2 2023 to q3 2023?,1
It is requested to provide compare deferred tax liabilities in 2023 and 2024.,1
Give me the difference in Cash Ratio between 2021 and 2023.,1
It is requested to provide was price-to-book (p/b) ratio higher in q2 2023 or q3 2023?,1
Could you please what was the change in capital gearing ratio from q2 2023 to q3 2023?,1
What was the variation in EBITDA from 2021 to 2023?,1
Could you please was inventories higher in 2021 or 2023?,1
Was Price-to-Book (P/B) Ratio higher in Q2 2023 or Q3 2023?,1
What was the change in Price-to-Book (P/B) Ratio from Q1 2024 to Q2 2024?,1
Could you please give me the difference in capital gearing ratio between 2023 and 2024.,1
Please compare the Interest Coverage Ratio for Q1 2023 versus Q2 2023.,1
It is requested to provide was operating profit (ebit) higher in 2022 or 2023?,1
What was the variation in Deferred Tax Liabilities from 2021 to 2023?,1
Give me the difference in Earnings Per Share (EPS) between Q1 2024 and Q2 2024.,1
It is requested to provide compare investing cash flow in q4 2023 and q1 2024.,1
Please compare the Operating Cash Flow for Q4 2023 versus Q1 2024.,1
It is requested to provide please compare the price-to-book (p/b) ratio for 2021 versus 2023.,1
Compare Cost of Goods Sold (COGS) in Q1 2023 and Q2 2023.,1
It is requested to provide operating cash flow comparison between q1 2024 and q2 2024.,1
Contrast Gross Profit in 2023 and 2024.,1
Compare Return on Capital Employed (ROCE) in Q1 2024 and Q2 2024.,1
It is requested to provide please compare the assets for 2023 versus 2024.,1
Could you please compare return on capital employed (roce) in q1 2024 and q2 2024.,1
Could you please give me the difference in cash ratio between q1 2024 and q2 2024.,1
Could you please what was the change in gross profit from q2 2023 to q3 2023?,1
It is requested to provide what was the change in price-to-book (p/b) ratio from 2022 to 2023?,1
Could you please how did cost of goods sold (cogs) change from 2023 to 2024?,1
It is requested to provide give me the difference in return on capital employed (roce) between 2022 and 2023.,1
It is requested to provide was investing cash flow higher in 2021 or 2023?,1
It is requested to provide give me the difference in capital gearing ratio between q2 2023 and q3 2023.,1
It is requested to provide what was the change in price-to-book (p/b) ratio from q1 2023 to q2 2023?,1
Could you please please compare the price-to-earnings (p/e) ratio for q4 2023 versus q1 2024.,1
It is requested to provide please compare the operating cash flow for q2 2023 versus q3 2023.,1
It is requested to provide compare ebitda in q1 2024 and q2 2024.,1
Investment Property comparison between Q1 2023 and Q2 2023.,1
It is requested to provide what was the change in price-to-book (p/b) ratio from q4 2023 to q1 2024?,1
How did Interest Coverage Ratio change from Q3 2023 to Q4 2023?,1
It is requested to provide cost of goods sold (cogs) comparison between 2022 and 2023.,1
Could you please please compare the cost of goods sold (cogs) for q1 2024 versus q2 2024.,1
Compare Interest Coverage Ratio in 2023 and 2024.,1
Could you please how did assets change from q2 2023 to q3 2023?,1
It is requested to provide compare ebitda in q2 2023 and q3 2023.,1
Could you please give me the difference in cash ratio between 2023 and 2024.,1
It is requested to provide interest coverage ratio comparison between q4 2023 and q1 2024.,1
It is requested to provide what was the change in assets from q2 2023 to q3 2023?,1
Give me the difference in Inventories between Q2 2023 and Q3 2023.,1
Compare Operating Profit (EBIT) in 2021 and 2023.,1
It is requested to provide compare cost of goods sold (cogs) in 2023 and 2024.,1
It is requested to provide compare price-to-earnings (p/e) ratio in 2022 and 2023.,1
It is requested to provide was interest coverage ratio higher in 2023 or 2024?,1
What was the variation in Operating Cash Flow from Q2 2023 to Q3 2023?,1
Could you please was financial assets higher in q1 2023 or q2 2023?,1
Please compare the Cost of Goods Sold (COGS) for Q2 2023 versus Q3 2023.,1
It is requested to provide compare investing cash flow in 2022 and 2023.,1
Contrast Return on Capital Employed (ROCE) in Q2 2023 and Q3 2023.,1
What was the change in Capital Gearing Ratio from Q3 2023 to Q4 2023?,1
Could you please was capital gearing ratio higher in 2022 or 2023?,1
What was the variation in Dividend Payout Ratio from 2022 to 2023?,1
Could you please what was the change in financial assets from 2023 to 2024?,1
It is requested to provide how did operating profit (ebit) change from q4 2023 to q1 2024?,1
Could you please compare operating profit (ebit) in q1 2023 and q2 2023.,1
It is requested to provide give me the difference in interest coverage ratio between 2021 and 2023.,1
It is requested to provide inventories comparison between 2022 and 2023.,1
Give me the difference in Assets between 2021 and 2023.,1
It is requested to provide give me the difference in ebitda between 2023 and 2024.,1
It is requested to provide financial assets comparison between q4 2023 and q1 2024.,1
It is requested to provide what was the change in inventories from 2022 to 2023?,1
It is requested to provide please compare the return on capital employed (roce) for q4 2023 versus q1 2024.,1
It is requested to provide what was the change in ebitda from 2022 to 2023?,1
Could you please was price-to-earnings (p/e) ratio higher in q2 2023 or q3 2023?,1
Give me the difference in Return on Capital Employed (ROCE) between Q1 2024 and Q2 2024.,1
Could you please please compare the current assets for 2022 versus 2023.,1
How did Earnings Per Share (EPS) variation from 2023 to 2024?,1
Could you please was price-to-book (p/b) ratio higher in 2022 or 2023?,1
What was the change in Operating Profit (EBIT) from Q1 2024 to Q2 2024?,1
Contrast Price-to-Book (P/B) Ratio in Q1 2023 and Q2 2023.,1
Contrast Financial Assets in Q2 2023 and Q3 2023.,1
Was Price-to-Book (P/B) Ratio higher in 2022 or 2023?,1
How did Price-to-Book (P/B) Ratio variation from Q3 2023 to Q4 2023?,1
Could you please please compare the return on capital employed (roce) for q1 2023 versus q2 2023.,1
It is requested to provide was inventories higher in q4 2023 or q1 2024?,1
It is requested to provide please compare the cost of goods sold (cogs) for 2023 versus 2024.,1
It is requested to provide was operating profit (ebit) higher in q3 2023 or q4 2023?,1
What was the change in Operating Profit (EBIT) from 2022 to 2023?,1
Could you please please compare the operating profit (ebit) for q2 2023 versus q3 2023.,1
It is requested to provide compare earnings per share (eps) in 2023 and 2024.,1
Contrast Operating Cash Flow in Q1 2023 and Q2 2023.,1
Could you please how did earnings per share (eps) change from 2021 to 2023?,1
Give me the difference in Financial Assets between 2022 and 2023.,1
It is requested to provide compare dividend payout ratio in q1 2023 and q2 2023.,1
It is requested to provide please compare the return on capital employed (roce) for q1 2024 versus q2 2024.,1
Financial Assets comparison between 2022 and 2023.,1
It is requested to provide was investing cash flow higher in q2 2023 or q3 2023?,1
Could you please compare current assets in q2 2023 and q3 2023.,1
It is requested to provide assets comparison between q4 2023 and q1 2024.,1
Operating Cash Flow comparison between Q3 2023 and Q4 2023.,1
Give me the difference in Cost of Goods Sold (COGS) between Q1 2024 and Q2 2024.,1
Could you please give me the difference in deferred tax liabilities between q1 2024 and q2 2024.,1
Could you please compare operating profit (ebit) in q4 2023 and q1 2024.,1
Was Capital Gearing Ratio higher in Q4 2023 or Q1 2024?,1
Could you please please compare the gross profit for 2021 versus 2023.,1
Could you please please compare the cash ratio for q3 2023 versus q4 2023.,1
Could you please financial assets comparison between q4 2023 and q1 2024.,1
It is requested to provide compare capital gearing ratio in 2021 and 2023.,1
Could you please was earnings per share (eps) higher in q1 2024 or q2 2024?,1
Could you please what was the change in investing cash flow from q1 2024 to q2 2024?,1
It is requested to provide how did operating cash flow change from 2023 to 2024?,1
It is requested to provide what was the change in gross profit from 2023 to 2024?,1
Contrast Deferred Tax Liabilities in Q1 2023 and Q2 2023.,1
Could you please compare operating cash flow in q4 2023 and q1 2024.,1
How did Financial Assets change from 2021 to 2023?,1
It is requested to provide please compare the financial assets for q1 2024 versus q2 2024.,1
Could you please please compare the current assets for q4 2023 versus q1 2024.,1
Could you please was investment property higher in q3 2023 or q4 2023?,1
It is requested to provide operating cash flow comparison between q4 2023 and q1 2024.,1
It is requested to provide was deferred tax liabilities higher in q3 2023 or q4 2023?,1
What was the change in Cost of Goods Sold (COGS) from Q3 2023 to Q4 2023?,1
Compare Dividend Payout Ratio in Q2 2023 and Q3 2023.,1
Could you please compare current assets in q4 2023 and q1 2024.,1
It is requested to provide ebitda comparison between q1 2023 and q2 2023.,1
It is requested to provide investing cash flow comparison between q1 2024 and q2 2024.,1
Could you please please compare the earnings per share (eps) for 2021 versus 2023.,1
