query,label,score
I'd like to know the Deferred Tax Assets from the last quarter.,Current Liabilities can be defined as Obligations due within one year.,0.0
I'd like to know the Deferred Tax Assets from the last quarter.,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
I'd like to know the Deferred Tax Assets from the last quarter.,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",0.0
I'd like to know the Deferred Tax Assets from the last quarter.,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
How much was the Deferred Tax Assets in Q4 2024?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,1.0
How much was the Deferred Tax Assets in Q4 2024?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
How much was the Deferred Tax Assets in Q4 2024?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much was the Deferred Tax Assets in Q4 2024?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
How much was the Deferred Tax Assets in Q4 2024?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much was the Deferred Tax Assets in Q4 2024?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
How much was the Deferred Tax Assets in Q4 2024?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much was the Deferred Tax Assets in Q4 2024?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
How much was the Deferred Tax Assets in Q4 2024?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
How much was the Deferred Tax Assets in Q4 2024?,Depreciation can be defined as Reduction in asset value over time due to use or obsolescence.,0.0
What was the total Deferred Tax Assets this year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,1.0
What was the total Deferred Tax Assets this year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
What was the total Deferred Tax Assets this year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What was the total Deferred Tax Assets this year?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
What was the total Deferred Tax Assets this year?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
What was the total Deferred Tax Assets this year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
What was the total Deferred Tax Assets this year?,Current Liabilities can be defined as Obligations due within one year.,0.0
What was the total Deferred Tax Assets this year?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What was the total Deferred Tax Assets this year?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
What was the total Deferred Tax Assets this year?,Asset Turnover can be defined as How efficiently assets are used.,0.0
Can you share the Deferred Tax Assets for Q1 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,1.0
Can you share the Deferred Tax Assets for Q1 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you share the Deferred Tax Assets for Q1 2025?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
Can you share the Deferred Tax Assets for Q1 2025?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
Can you share the Deferred Tax Assets for Q1 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Can you share the Deferred Tax Assets for Q1 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you share the Deferred Tax Assets for Q1 2025?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
Can you share the Deferred Tax Assets for Q1 2025?,Net Worth can be defined as Another term for equity,0.0
Can you share the Deferred Tax Assets for Q1 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Can you share the Deferred Tax Assets for Q1 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you tell me what was the Borrowings last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1.0
Can you tell me what was the Borrowings last year?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you tell me what was the Borrowings last year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you tell me what was the Borrowings last year?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Can you tell me what was the Borrowings last year?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Can you tell me what was the Borrowings last year?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
Can you tell me what was the Borrowings last year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
Can you tell me what was the Borrowings last year?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you tell me what was the Borrowings last year?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
Can you tell me what was the Borrowings last year?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
How much was the Borrowings during Q1 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much was the Borrowings during Q1 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much was the Borrowings during Q1 2025?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1.0
How much was the Borrowings during Q1 2025?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
How much was the Borrowings during Q1 2025?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
How much was the Borrowings during Q1 2025?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
How much was the Borrowings during Q1 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much was the Borrowings during Q1 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
How much was the Borrowings during Q1 2025?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
How much was the Borrowings during Q1 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
What was the Borrowings total this month?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1.0
What was the Borrowings total this month?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
What was the Borrowings total this month?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
What was the Borrowings total this month?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
What was the Borrowings total this month?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
What was the Borrowings total this month?,Current Liabilities can be defined as Obligations due within one year.,0.0
What was the Borrowings total this month?,Current Ratio can be defined as Measures short-term liquidity.,0.0
What was the Borrowings total this month?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What was the Borrowings total this month?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
What was the Borrowings total this month?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Can you provide the Borrowings amount for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1.0
Can you provide the Borrowings amount for the last quarter?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you provide the Borrowings amount for the last quarter?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Can you provide the Borrowings amount for the last quarter?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
Can you provide the Borrowings amount for the last quarter?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
Can you provide the Borrowings amount for the last quarter?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you provide the Borrowings amount for the last quarter?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you provide the Borrowings amount for the last quarter?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Can you provide the Borrowings amount for the last quarter?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
Can you provide the Borrowings amount for the last quarter?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Could you share the Borrowings for Q2 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Could you share the Borrowings for Q2 2025?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1.0
Could you share the Borrowings for Q2 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
Could you share the Borrowings for Q2 2025?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Could you share the Borrowings for Q2 2025?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
Could you share the Borrowings for Q2 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Could you share the Borrowings for Q2 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Could you share the Borrowings for Q2 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Could you share the Borrowings for Q2 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Could you share the Borrowings for Q2 2025?,Net Worth can be defined as Another term for equity,0.0
Can you tell me what was the Trade Payables last year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,1.0
Can you tell me what was the Trade Payables last year?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you tell me what was the Trade Payables last year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you tell me what was the Trade Payables last year?,Payables Turnover can be defined as How quickly payables are paid.,0.0
Can you tell me what was the Trade Payables last year?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you tell me what was the Trade Payables last year?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Can you tell me what was the Trade Payables last year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
Can you tell me what was the Trade Payables last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Can you tell me what was the Trade Payables last year?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Can you tell me what was the Trade Payables last year?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
How much was tha Trade Payables during Q1 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,1.0
How much was tha Trade Payables during Q1 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much was tha Trade Payables during Q1 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much was tha Trade Payables during Q1 2025?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much was tha Trade Payables during Q1 2025?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
How much was tha Trade Payables during Q1 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
How much was tha Trade Payables during Q1 2025?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
How much was tha Trade Payables during Q1 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much was tha Trade Payables during Q1 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
How much was tha Trade Payables during Q1 2025?,Payables Turnover can be defined as How quickly payables are paid.,0.0
What was the Trade Payables total this month?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,1.0
What was the Trade Payables total this month?,Current Ratio can be defined as Measures short-term liquidity.,0.0
What was the Trade Payables total this month?,Payables Turnover can be defined as How quickly payables are paid.,0.0
What was the Trade Payables total this month?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
What was the Trade Payables total this month?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
What was the Trade Payables total this month?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What was the Trade Payables total this month?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
What was the Trade Payables total this month?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What was the Trade Payables total this month?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
What was the Trade Payables total this month?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you provide the Trade Payables amount for the last quarter?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,1.0
Can you provide the Trade Payables amount for the last quarter?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Can you provide the Trade Payables amount for the last quarter?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you provide the Trade Payables amount for the last quarter?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you provide the Trade Payables amount for the last quarter?,Payables Turnover can be defined as How quickly payables are paid.,0.0
Can you provide the Trade Payables amount for the last quarter?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you provide the Trade Payables amount for the last quarter?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
Can you provide the Trade Payables amount for the last quarter?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
Can you provide the Trade Payables amount for the last quarter?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
Can you provide the Trade Payables amount for the last quarter?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Could you share the Trade Payables for Q2 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,1.0
Could you share the Trade Payables for Q2 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Could you share the Trade Payables for Q2 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
Could you share the Trade Payables for Q2 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Could you share the Trade Payables for Q2 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Could you share the Trade Payables for Q2 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Could you share the Trade Payables for Q2 2025?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Could you share the Trade Payables for Q2 2025?,Net Worth can be defined as Another term for equity,0.0
Could you share the Trade Payables for Q2 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Could you share the Trade Payables for Q2 2025?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
Can you tell me what was the Provisions last year?,Provisions can be defined as Funds set aside for future liabilities or losses.,1.0
Can you tell me what was the Provisions last year?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
Can you tell me what was the Provisions last year?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you tell me what was the Provisions last year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you tell me what was the Provisions last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Can you tell me what was the Provisions last year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
Can you tell me what was the Provisions last year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
Can you tell me what was the Provisions last year?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
Can you tell me what was the Provisions last year?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
Can you tell me what was the Provisions last year?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0.0
How much was the Provisions during Q1?,Provisions can be defined as Funds set aside for future liabilities or losses.,1.0
How much was the Provisions during Q1?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
How much was the Provisions during Q1?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much was the Provisions during Q1?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much was the Provisions during Q1?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
How much was the Provisions during Q1?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
How much was the Provisions during Q1?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
How much was the Provisions during Q1?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
How much was the Provisions during Q1?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much was the Provisions during Q1?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",0.0
What was the Provisions total this year?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
What was the Provisions total this year?,Provisions can be defined as Funds set aside for future liabilities or losses.,1.0
What was the Provisions total this year?,Current Liabilities can be defined as Obligations due within one year.,0.0
What was the Provisions total this year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What was the Provisions total this year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
What was the Provisions total this year?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
What was the Provisions total this year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
What was the Provisions total this year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
What was the Provisions total this year?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
What was the Provisions total this year?,Net Worth can be defined as Another term for equity,0.0
Can you provide the Provisions amount for Q1 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,1.0
Can you provide the Provisions amount for Q1 2025?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
Can you provide the Provisions amount for Q1 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you provide the Provisions amount for Q1 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you provide the Provisions amount for Q1 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Can you provide the Provisions amount for Q1 2025?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
Can you provide the Provisions amount for Q1 2025?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
Can you provide the Provisions amount for Q1 2025?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
Can you provide the Provisions amount for Q1 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
Can you provide the Provisions amount for Q1 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Could you share the Provisions for Q2 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,1.0
Could you share the Provisions for Q2 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Could you share the Provisions for Q2 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
Could you share the Provisions for Q2 2025?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
Could you share the Provisions for Q2 2025?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
Could you share the Provisions for Q2 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Could you share the Provisions for Q2 2025?,Net Worth can be defined as Another term for equity,0.0
Could you share the Provisions for Q2 2025?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
Could you share the Provisions for Q2 2025?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
Could you share the Provisions for Q2 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you tell me what was the Deferred Tax Liabilities last year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,1.0
Can you tell me what was the Deferred Tax Liabilities last year?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you tell me what was the Deferred Tax Liabilities last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Can you tell me what was the Deferred Tax Liabilities last year?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
Can you tell me what was the Deferred Tax Liabilities last year?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Can you tell me what was the Deferred Tax Liabilities last year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you tell me what was the Deferred Tax Liabilities last year?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",0.0
Can you tell me what was the Deferred Tax Liabilities last year?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
Can you tell me what was the Deferred Tax Liabilities last year?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you tell me what was the Deferred Tax Liabilities last year?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
How much was the Deferred Tax Liabilities during Q1?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,1.0
How much was the Deferred Tax Liabilities during Q1?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much was the Deferred Tax Liabilities during Q1?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
How much was the Deferred Tax Liabilities during Q1?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much was the Deferred Tax Liabilities during Q1?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much was the Deferred Tax Liabilities during Q1?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
How much was the Deferred Tax Liabilities during Q1?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
How much was the Deferred Tax Liabilities during Q1?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
How much was the Deferred Tax Liabilities during Q1?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",0.0
How much was the Deferred Tax Liabilities during Q1?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",0.0
What was the Deferred Tax Liabilities total this year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,1.0
What was the Deferred Tax Liabilities total this year?,Current Liabilities can be defined as Obligations due within one year.,0.0
What was the Deferred Tax Liabilities total this year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
What was the Deferred Tax Liabilities total this year?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
What was the Deferred Tax Liabilities total this year?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What was the Deferred Tax Liabilities total this year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What was the Deferred Tax Liabilities total this year?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
What was the Deferred Tax Liabilities total this year?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",0.0
What was the Deferred Tax Liabilities total this year?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
What was the Deferred Tax Liabilities total this year?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,1.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you provide the Deferred Tax Liabilities amount for Q1 2025?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,1.0
Could you share the Deferred Tax Liabilities for Q2 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
Could you share the Deferred Tax Liabilities for Q2 2025?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Can you tell me what was the Other Financial Liabilities last year?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you tell me what was the Other Financial Liabilities last year?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",1.0
Can you tell me what was the Other Financial Liabilities last year?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
Can you tell me what was the Other Financial Liabilities last year?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Can you tell me what was the Other Financial Liabilities last year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
Can you tell me what was the Other Financial Liabilities last year?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you tell me what was the Other Financial Liabilities last year?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
Can you tell me what was the Other Financial Liabilities last year?,Net Worth can be defined as Another term for equity,0.0
Can you tell me what was the Other Financial Liabilities last year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you tell me what was the Other Financial Liabilities last year?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
How much was the Other Financial Liabilities during Q1 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much was the Other Financial Liabilities during Q1 2025?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",1.0
How much was the Other Financial Liabilities during Q1 2025?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
How much was the Other Financial Liabilities during Q1 2025?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
How much was the Other Financial Liabilities during Q1 2025?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
How much was the Other Financial Liabilities during Q1 2025?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
How much was the Other Financial Liabilities during Q1 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much was the Other Financial Liabilities during Q1 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much was the Other Financial Liabilities during Q1 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
How much was the Other Financial Liabilities during Q1 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
What was the Other Financial Liabilities total this month?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",1.0
